211,110195919,19656,29,680,57
212,52863920,15806,153,1319,8
213,220918322,14,1,12,0
214,149051304,813,122,4160,8
215,25093616,1534908,900,34756,19
216,16561884,1112213,1726,5041,0
217,99709917,104680,348,1725,5
218,105691292,82015,0,136,0
219,210792232,301608,46,416,22
220,242567007,260434,131,2702,159
221,116438547,53041,83,5365,128
222,177547780,918129,14813,14545,57
223,216031720,1285,93,1868,39
224,251619328,249,784,305,0
225,26689638,1495,1730,93,2
226,36995659,2492,829,6071,155
227,26698041,250,64,6342,35
228,14539393,102,284,485,52
229,51612584,26,50,850,72
230,41301502,106,155,1344,37
231,68349722,583,1863,9594,135
232,31986700,182779,39832,1404,2
233,250495841,195990,807,4707,193
234,89682607,2592,0,58,0
235,185102266,270,93,8304,45
236,185902260,121094,226,1617,81
237,14314654,6141,519,12623,110
238,74402167,142907,130,3319,66
239,98847336,446,15,593,1
240,120819948,529,194,1312,71
241,28619439,17403,121,2099,83
242,176858690,51,133,72,1
243,59808841,2179802,203,3582,135
244,17678081,4371,423,3053,100
245,134078976,104123,65,3853,34
246,172114664,49127,215,15606,3
247,87520051,42767,18,1429,129
248,75050496,241597,76,993,74
249,139876086,819416,178,4018,157
250,171061199,42314,0,26,0
251,125085094,513747,1,7304,0
252,93957809,724128,204,159,4
253,20749410,290382,829,19,1
254,71201743,2032303,25,497,31
256,176295495,342005,58,4878,42
257,66098225,294,469,8951,62
258,105783183,60211,158,1293,75
259,23129300,43745,7,61,2
260,15017311,221094,1629,1955,6
261,13066682,23695,1523,2936,24
262,25547701,119153,1,567,17
263,94816809,367443,102,9903,147
264,44588485,2054729,86,8128,81
265,22838331,1299,322,1449,134
266,39448240,22195,16,12449,11
267,134758540,1179323,346,82537,6
268,75854417,905606,545,2468,157
269,15803225,206386,66042,1320,0
270,70340109,199,7,316,2
271,106674225,86,105,736,24
272,113352671,1207555,416,7125,159
273,28947545,39070,2699,6226,201
274,50570152,29161,547,10305,146
275,107318424,2081169,83,3629,85
276,161304900,4628,0,2302,3
277,88856792,5006452,6,106,3
278,13964502,82838,212,3317,0
279,26244629,193047,338,15371,44
280,96101258,211821,170,9226,134
281,139385992,251225,96,4678,175
282,38718720,20128,229,13189,160
283,111615736,414057,329,1882,88
284,132385468,5581863,7,1326,2
285,87118217,1380323,248,11957,102
286,155151279,1579007,7,1061,68
287,124258971,864798,11,2069,92
288,13838562,1197540,64,3254,121
289,95377752,101838,146,2838,115
290,108936259,1422479,57,3240,116
291,43568964,696790,27,3930,140
292,99448420,1057135,14,360,28
293,99918503,576647,32,272,18
294,92708272,2548359,23,302,12
295,92724677,2235278,2,594,15
296,86254626,2627698,42,11351,127
297,101311381,5917313,74,6392,77
298,45162347,360923,129,15011,107
299,57928790,2826898,261,3439,138
300,67712707,-2,-2,-2,-2
301,101695592,4728213,45,1008,88
302,18681139,5106748,256,10533,161
303,121044171,1420904,83,498,14
304,17408730,187,260,371,14
305,109275593,1137091,99,589,35
306,120786203,15688,7,396,19
307,25082055,586342,702,8912,151
308,11518842,1271921,9,4314,11
309,50393960,14078331,159,1091,98
310,251035865,35,48,55,9
311,1665180402,1213,2,11,0
312,269628033,238344,227912,15596,93
313,573459961,214593,179778,7354,1
314,150832830,818675,250,16756,41
315,24795163,1493834,1910,42935,171
316,139399835,2182384,106,24222,2
317,48399528,2305118,546,5757,128
318,214162237,1246044,193618,13200,0
319,237634998,2739069,137,33482,1
320,552011578,372965,100,578,0
321,1251417968,54900,239,3355,1
322,525821517,1042099,403,9564,3
323,1675176944,20731,1,609,0
324,551149727,372031,1547,10890,5
325,417565340,419620,55,451,0
326,236738600,1816958,93,28031,3
327,127245578,2417262,5775,32122,7
328,273028600,148556,55,8033,0
329,1649633971,67402,136,1849,2
330,149760844,2336090,27,48128,1
331,384056706,234919,9,27926,1
332,50618718,1393081,103,24109,2
333,409503871,1613215,940,3483,3
334,227121370,1334085,280,40775,5
335,142371311,1461312,3959,20654,0
336,1534941866,543,10,19,0
337,296723507,915627,169,7714,1
338,284441324,640975,138,43796,0
340,312230865,2714351,175,22282,1
341,298027175,1352200,82,26497,1
342,211810106,310279,88,16057,0
343,109970442,690690,3,36389,4
344,370699216,325946,38,617,1
345,131102007,1373354,110,25091,0
346,73593143,1350935,431,7268,6
347,429385529,1063813,3576,3239,0
348,525312787,576472,62440,31688,8
349,316292974,358132,93,3762,8
350,123757534,1027679,50,23162,2
351,1388655505,4157,21,495,0
352,308214563,510950,80,1225,5
353,145353843,259906,2488,40085,4
354,27022925,1278664,151,72169,4
355,213793065,919063,1,56305,7
356,227626917,917110,122,8775,2
357,116409573,628591,1280,46575,14
358,1322319715,159416,60,5997,3
359,396957509,96058,103,527,1
360,44584598,75086,639,95,3
361,379961664,690909,27,16706,5
362,271958449,770640,125,79103,0
363,137099011,1104579,100,30696,3
364,136123870,554307,89,36174,0
365,45786304,886050,99,2501,5
366,259530348,334685,13696,15978,1
367,629097517,1047608,99,25931,1
368,630103322,274049,108,5589,0
369,471436748,265721,173,2678,11
370,925389540,114854,215,7947,1
371,257799442,1312678,83,86824,0
372,177134089,115350,166,10577,4
373,95373836,542470,158,17053,3
374,155864272,458126,142,13994,6
375,101978972,384083,40859,15955,2
376,462487731,825177,15,14050,0
377,533055000,49177,154,8563,7
378,194352680,246012,7,409,0
379,476234589,922820,202,24877,1
380,333680988,439214,89,9192,1
381,523512145,668415,124,17716,3
382,528887431,1489058,939,7310,1
383,389807577,299900,380,2571,2
384,1020209430,4432,80,201,0
385,102325442,1213938,222,32776,0
386,286602462,359098,75,23595,2
387,998607079,5709,73,108,0
388,323634172,408942,124,512,0
389,43042353,1786993,179,19179,3
390,843112550,790786,168196,21889,1
391,978300661,6962,79,394,0
392,422557777,376854,60939,6860,9
393,141864252,572524,11132,10252,1
394,524962944,402000,66340,789,0
395,95023423,5423261,1,47642,2
396,203083495,354538,418,36773,1
397,126990459,1276040,89,23847,1
398,201885911,415400,435,3670,1
399,456371141,415531,79,15228,1
400,270369094,605301,162,13322,2
401,825934369,109424,122,6633,4
402,347899465,379195,388,37329,1
403,586482662,582735,104,5626,4
404,296623811,1927466,97,19851,0
405,294116811,-2,-2,-2,-2
406,297726818,76,240,597,35
407,882490801,-2,-2,-2,-2
408,207315726,-2,-2,-2,-2
409,1256369011,-2,-2,-2,-2
410,389477292,37,138,395,34
411,22980787,-2,-2,-2,-2
412,1358226176,-2,-2,-2,-2
413,88543121,-2,-2,-2,-2
414,973013203,171,183,1954,68
415,383683603,-2,-2,-2,-2
416,484253573,-2,-2,-2,-2
417,43594852,-2,-2,-2,-2
418,27287484,-2,-2,-2,-2
419,881179291,-2,-2,-2,-2
420,238348832,-2,-2,-2,-2
421,220684945,-2,-2,-2,-2
422,277064360,-2,-2,-2,-2
423,726984571,-2,-2,-2,-2
424,1919480282,-2,-2,-2,-2
425,721506673,-2,-2,-2,-2
426,1468430396,18,28,158,13
427,88960067,-2,-2,-2,-2
428,1500772603,-2,-2,-2,-2
429,278435827,-2,-2,-2,-2
430,38207448,-2,-2,-2,-2
431,1483122949,-2,-2,-2,-2
432,75204601,-2,-2,-2,-2
433,386437764,-2,-2,-2,-2
434,212613328,-2,-2,-2,-2
435,749375994,-2,-2,-2,-2
436,1070381894,267,405,3330,112
437,886427748,-2,-2,-2,-2
438,887777521,-2,-2,-2,-2
439,875003005,-2,-2,-2,-2
440,46252178,-2,-2,-2,-2
441,140654263,-2,-2,-2,-2
442,134424851,-2,-2,-2,-2
443,110328396,-2,-2,-2,-2
444,1933900238,-2,-2,-2,-2
445,389374172,-2,-2,-2,-2
446,1893217092,-2,-2,-2,-2
447,21339428,-2,-2,-2,-2
448,136203029,60,118,555,53
449,1673966540,-2,-2,-2,-2
450,1078259568,-2,-2,-2,-2
451,1374070910,-2,-2,-2,-2
452,283519000,-2,-2,-2,-2
453,20409511,-2,-2,-2,-2
454,518568276,-2,-2,-2,-2
456,767894461,-2,-2,-2,-2
457,1529564736,24,355,579,32
458,222219388,-2,-2,-2,-2
459,437857155,-2,-2,-2,-2
460,33212223,60,150,98,4
461,598903675,-2,-2,-2,-2
462,433736630,-2,-2,-2,-2
463,900301452,-2,-2,-2,-2
464,1935942074,-2,-2,-2,-2
465,34829967,-2,-2,-2,-2
466,40163155,-2,-2,-2,-2
467,399487601,-2,-2,-2,-2
468,910890721,-2,-2,-2,-2
469,1564456110,-2,-2,-2,-2
470,371609041,-2,-2,-2,-2
471,351236634,-2,-2,-2,-2
472,96728610,775,412,19632,81
473,489040207,-2,-2,-2,-2
474,85152196,-2,-2,-2,-2
475,742094581,-2,-2,-2,-2
476,1538631672,34,78,45,3
477,582419738,-2,-2,-2,-2
478,1090952161,-2,-2,-2,-2
479,52435758,-2,-2,-2,-2
480,358147258,-2,-2,-2,-2
481,1912731049,-2,-2,-2,-2
482,46419161,-2,-2,-2,-2
483,1616446608,-2,-2,-2,-2
484,1896409435,-2,-2,-2,-2
485,833040146,-2,-2,-2,-2
486,64104075,-2,-2,-2,-2
487,1721841116,-2,-2,-2,-2
488,1666420854,-2,-2,-2,-2
489,763025702,-2,-2,-2,-2
490,798321890,-2,-2,-2,-2
491,346478291,-2,-2,-2,-2
492,608283294,-2,-2,-2,-2
493,62834646,-2,-2,-2,-2
494,1268079871,-2,-2,-2,-2
495,985939716,-2,-2,-2,-2
496,834076220,212,206,3020,60
497,1942832748,-2,-2,-2,-2
498,1833492164,-2,-2,-2,-2
499,262428247,-2,-2,-2,-2
500,256121321,-2,-2,-2,-2
501,1656760580,-2,-2,-2,-2
502,153726742,-2,-2,-2,-2
503,1927866242,-2,-2,-2,-2
504,1942582357,-2,-2,-2,-2
505,828230959,-2,-2,-2,-2
506,348107310,187,215,640,72
507,1481285690,-2,-2,-2,-2
508,29679855,-2,-2,-2,-2
509,1467850934,-2,-2,-2,-2
510,33955596,-2,-2,-2,-2
511,52893695,-2,-2,-2,-2
512,24602236,-2,-2,-2,-2
513,842265637,-2,-2,-2,-2
514,23732662,-2,-2,-2,-2
515,476943157,222,996,799,10
516,498926083,-2,-2,-2,-2
517,1176474134,-2,-2,-2,-2
518,1907629988,424,640,3664,93
519,897394273,-2,-2,-2,-2
520,1470611803,326,455,66,6
521,885389658,-2,-2,-2,-2
522,1937482052,-2,-2,-2,-2
523,1884469796,-2,-2,-2,-2
524,21531445,-2,-2,-2,-2
525,230133133,-2,-2,-2,-2
526,273444916,-2,-2,-2,-2
527,293073210,-2,-2,-2,-2
528,601101453,-2,-2,-2,-2
529,774335330,-2,-2,-2,-2
530,618861226,179,178,1635,57
531,1855943084,-2,-2,-2,-2
532,278890200,-2,-2,-2,-2
533,224664449,-2,-2,-2,-2
534,121785868,-2,-2,-2,-2
535,617113455,-2,-2,-2,-2
536,275217216,-2,-2,-2,-2
537,1871112031,-2,-2,-2,-2
538,285176167,-2,-2,-2,-2
539,340124736,493,782,4867,67
540,247039231,-2,-2,-2,-2
541,133314648,-2,-2,-2,-2
542,58819743,-2,-2,-2,-2
543,169546054,21,97,165,15
544,1934410236,-2,-2,-2,-2
545,618728746,-2,-2,-2,-2
546,1572771270,-2,-2,-2,-2
547,78348778,-2,-2,-2,-2
549,87355171,-2,-2,-2,-2
550,586436981,-2,-2,-2,-2
551,1943168503,-2,-2,-2,-2
552,489673960,-2,-2,-2,-2
553,103282949,-2,-2,-2,-2
554,1743838717,-2,-2,-2,-2
555,1008336428,85,96,402,28
556,526607056,-2,-2,-2,-2
557,160074617,-2,-2,-2,-2
558,1709946122,-2,-2,-2,-2
559,1851366576,-2,-2,-2,-2
560,540508390,748,432,4049,54
561,207406095,-2,-2,-2,-2
562,231265866,-2,-2,-2,-2
563,554202853,-2,-2,-2,-2
564,919816170,-2,-2,-2,-2
565,447024956,-2,-2,-2,-2
566,38402955,-2,-2,-2,-2
567,1933657646,-2,-2,-2,-2
568,555716190,-2,-2,-2,-2
569,154080629,-2,-2,-2,-2
570,1559435814,114,1833,205,13
571,1461600703,-2,-2,-2,-2
572,1936806049,-2,-2,-2,-2
573,75856321,1759,361,43875,110
574,1025638033,-2,-2,-2,-2
575,1926724580,-2,-2,-2,-2
576,397925059,-2,-2,-2,-2
577,514148588,-2,-2,-2,-2
578,560373662,-2,-2,-2,-2
579,38390676,-2,-2,-2,-2
580,1691210168,-2,-2,-2,-2
581,1629925902,-2,-2,-2,-2
582,1730874264,-2,-2,-2,-2
583,465393735,-2,-2,-2,-2
584,593623049,180,1372,30,3
585,59759741,80,473,1261,67
586,1939412708,284,1187,64,8
587,82959612,-2,-2,-2,-2
588,631578098,-2,-2,-2,-2
552,489673960,-2,-2,-2,-2
553,103282949,-2,-2,-2,-2
554,1743838717,-2,-2,-2,-2
555,1008336428,85,96,402,28
556,526607056,-2,-2,-2,-2
557,160074617,-2,-2,-2,-2
558,1709946122,-2,-2,-2,-2
559,1851366576,-2,-2,-2,-2
560,540508390,748,432,4049,54
561,207406095,-2,-2,-2,-2
562,231265866,-2,-2,-2,-2
563,554202853,-2,-2,-2,-2
564,919816170,-2,-2,-2,-2
565,447024956,-2,-2,-2,-2
566,38402955,-2,-2,-2,-2
567,1933657646,-2,-2,-2,-2
568,555716190,-2,-2,-2,-2
569,154080629,-2,-2,-2,-2
570,1559435814,114,1833,205,13
571,1461600703,-2,-2,-2,-2
572,1936806049,-2,-2,-2,-2
573,75856321,1759,361,43875,110
574,1025638033,-2,-2,-2,-2
575,1926724580,-2,-2,-2,-2
576,397925059,-2,-2,-2,-2
577,514148588,-2,-2,-2,-2
578,560373662,-2,-2,-2,-2
579,38390676,-2,-2,-2,-2
580,1691210168,-2,-2,-2,-2
581,1629925902,-2,-2,-2,-2
582,1730874264,-2,-2,-2,-2
583,465393735,-2,-2,-2,-2
584,593623049,180,1372,30,3
585,59759741,80,473,1261,67
586,1939412708,284,1187,64,8
587,82959612,-2,-2,-2,-2
588,631578098,-2,-2,-2,-2
589,311523883,-2,-2,-2,-2
590,298825799,-2,-2,-2,-2
591,616614191,64,118,3281,82
592,1935891793,-2,-2,-2,-2
593,188404862,-2,-2,-2,-2
594,1284034092,-2,-2,-2,-2
595,473705290,-2,-2,-2,-2
596,54755515,-2,-2,-2,-2
597,799970191,-2,-2,-2,-2
598,1943006072,-2,-2,-2,-2
599,557814392,74,63,4107,68
600,1096959038,-2,-2,-2,-2
601,384224984,-2,-2,-2,-2
602,236667744,408,467,4972,83
603,366768491,-2,-2,-2,-2
604,420578177,440,992,9573,147
605,28703898,-2,-2,-2,-2
606,457143247,-2,-2,-2,-2
607,1920559094,-2,-2,-2,-2
608,1914063792,-2,-2,-2,-2
609,458932401,-2,-2,-2,-2
610,589087790,-2,-2,-2,-2
611,283317045,-2,-2,-2,-2
612,1723973785,-2,-2,-2,-2
613,1678222087,-2,-2,-2,-2
614,1519336705,-2,-2,-2,-2
615,1506979861,-2,-2,-2,-2
616,300183225,-2,-2,-2,-2
617,437056110,33,152,180,23
618,905981335,-2,-2,-2,-2
619,336829959,-2,-2,-2,-2
620,131643023,559,1852,1136,59
621,453671063,-2,-2,-2,-2
622,292633005,-2,-2,-2,-2
623,1455454122,-2,-2,-2,-2
624,24270015,361,155,664,37
625,383200660,-2,-2,-2,-2
626,547836163,-2,-2,-2,-2
627,1889658271,-2,-2,-2,-2
628,437981650,-2,-2,-2,-2
629,988965428,378,571,5522,88
630,194218681,67,737,133,9
631,762923978,-2,-2,-2,-2
632,1942486496,-2,-2,-2,-2
633,417216870,-2,-2,-2,-2
634,1587270043,-2,-2,-2,-2
635,59342140,-2,-2,-2,-2
636,418166903,-2,-2,-2,-2
637,25961624,-2,-2,-2,-2
638,940678429,-2,-2,-2,-2
639,878491003,-2,-2,-2,-2
640,1337549244,-2,-2,-2,-2
641,409472213,-2,-2,-2,-2
642,449576664,-2,-2,-2,-2
643,394843183,-2,-2,-2,-2
644,149121844,-2,-2,-2,-2
645,1140340669,-2,-2,-2,-2
646,1628642834,-2,-2,-2,-2
647,1146883074,-2,-2,-2,-2
648,346350277,-2,-2,-2,-2
649,1941902029,-2,-2,-2,-2
650,1868045221,-2,-2,-2,-2
652,1048758398,-2,-2,-2,-2
653,154348526,323,1245,775,84
654,301042959,-2,-2,-2,-2
655,438064765,-2,-2,-2,-2
656,279130156,-2,-2,-2,-2
657,822004440,-2,-2,-2,-2
658,1659258157,-2,-2,-2,-2
659,1717129098,-2,-2,-2,-2
660,472714770,-2,-2,-2,-2
661,364642102,-2,-2,-2,-2
662,309546647,-2,-2,-2,-2
663,854626362,-2,-2,-2,-2
664,22265383,-2,-2,-2,-2
665,1291825777,-2,-2,-2,-2
666,270842555,-2,-2,-2,-2
667,27166632,-2,-2,-2,-2
668,1337266770,-2,-2,-2,-2
669,275076848,85,363,67,9
670,105124862,-2,-2,-2,-2
671,260945853,-2,-2,-2,-2
672,1617983858,118,476,97,16
673,67154747,77,210,1479,42
674,181689230,147,255,113,8
675,1326691442,-2,-2,-2,-2
676,1007561658,-2,-2,-2,-2
677,411266856,-2,-2,-2,-2
678,1447146097,-2,-2,-2,-2
679,314541176,-2,-2,-2,-2
680,970764265,-2,-2,-2,-2
681,595478629,-2,-2,-2,-2
683,230721132,-2,-2,-2,-2
684,708711846,-2,-2,-2,-2
685,168256778,-2,-2,-2,-2
686,1942595744,103,462,414,38
687,1081458488,465,739,1928,81
688,920168701,-2,-2,-2,-2
689,741993494,-2,-2,-2,-2
690,28645020,-2,-2,-2,-2
691,1375666358,-2,-2,-2,-2
692,187792833,-2,-2,-2,-2
693,800826540,-2,-2,-2,-2
694,169132792,-2,-2,-2,-2
695,1078242446,-2,-2,-2,-2
696,343587349,-2,-2,-2,-2
697,540932351,-2,-2,-2,-2
698,1940852672,-2,-2,-2,-2
699,433039982,-2,-2,-2,-2
700,533473102,-2,-2,-2,-2
701,284821065,-2,-2,-2,-2
702,781196797,-2,-2,-2,-2
703,41393482,-2,-2,-2,-2
704,1443102368,-2,-2,-2,-2
705,1940904601,-2,-2,-2,-2
706,23158663,-2,-2,-2,-2
707,131864819,-2,-2,-2,-2
708,223894845,623,1800,179,7
709,1849024400,28,108,39,0
710,308117507,61,151,1056,43
711,433198296,11,62,1,0
712,1020842095,133,630,605,34
713,1891537382,18,449,112,7
714,1938917851,120,1088,15,2
715,1942428829,231,229,751,57
716,1699330129,3,103,35,4
717,212691638,183,997,303,71
718,1465495410,23,117,6,0
719,1165844767,78,938,401,35
720,1573308751,11,200,13,0
721,1940377152,8,29,5,2
722,1940914088,7,70,1,0
723,1920998826,73,719,17,0
724,1024926620,1,36,13,1
725,867006019,4,82,3,0
726,1911840620,3,85,37,0
727,1914117738,43,183,16,0
728,1699286654,14,209,21,4
729,1729245098,27,104,33,0
730,1674394974,1,9,0,0
731,1596525186,573,1829,2350,9
732,1702128384,6,104,2,0
733,1350979100,4,79,8,1
734,1626338580,0,20,25,2
735,446694338,2200,43,50,1
736,306206559,833,602,1623,59
737,1535060827,5,22,52,2
738,1726149908,2,11,13,0
739,167729938,269,1967,1917,121
740,218738408,27,199,23,3
741,1943520128,30,132,359,14
742,1884260113,13,136,17,2
743,1580526061,12,90,12,1
744,1931249444,99,416,21,4
745,1337488128,28,482,493,12
746,1941881712,2,14,2,0
747,1660594476,16,236,1,0
748,1941514321,0,29,5,1
749,1287110124,221,798,1021,33
750,174633205,157,1240,222,29
751,1377201624,81,613,33,4
752,1244186472,27,86,8,0
753,1661959526,-2,-2,-2,-2
754,500492347,96,100,563,26
755,1916451787,30,406,19,4
756,94658497,727,1267,4399,128
757,1415699071,171,1033,111,10
758,1940425807,30,157,31,1
759,1943648814,2,16,0,0
760,147065085,133,113,83,11
761,1940845530,0,20,1,0
762,1863636638,28,209,41,4
763,462038172,24,204,69,10
764,106301081,14,172,1,0
765,89872987,226,769,3134,47
766,1943632206,0,18,2,0
767,1167276198,38,133,315,28
768,1728695672,91,1246,6,2
769,294779031,149,1193,79,9
770,409701571,8,60,16,2
771,140126688,195,635,11011,20
772,178426422,83,279,144,18
773,702901012,758,1991,37,0
774,195259261,0,0,0,0
775,1925487668,6,68,10,1
776,1941274038,-2,-2,-2,-2
777,1557060451,582,1942,2,0
778,1868609352,54,345,1,0
779,1189624322,0,34,1,0
780,429038523,778,360,869,34
781,1909178521,143,438,18,1
782,702537413,1,55,0,0
783,157374657,561,513,11321,93
784,1940613026,2,9,3,0
785,21885054,569,844,21499,49
786,1563738822,38,251,1041,64
787,331856188,146,1228,115,6
788,1477219676,17,189,192,20
789,401085619,35,96,104,1
790,561657881,54,333,31,0
791,1942202424,16,319,0,0
792,379748634,18,79,28,2
794,1938991944,4,18,8,0
795,345469639,6,15,44,2
796,617283464,3,66,8,2
797,263928314,620,807,7428,63
798,1942232154,7,114,82,0
799,23106120,393,887,11811,163
800,1943312934,42,203,37,3
801,1914527383,6,30,27,2
802,74515711,50,138,174,8
803,1928765646,10,52,66,9
804,1927077240,112,423,850,96
805,385259369,7,211,4,1
806,440551824,294,333,3634,37
807,716157636,0,2,31,1
808,1941433844,0,18,0,0
809,1448811138,2,101,208,12
810,308162414,2006,10,23,0
811,1267124816,7,77,56,0
812,1940429725,16,72,0,0
813,23812623,-2,-2,-2,-2
