1,1856545568,7,3,9,2
2,269300510,24,131,57,7
3,117433303,26,213,478,49
4,1856573641,3,4,1,0
5,749952350,996831,97,22968,5
6,335320739,340153,107314,7245,0
7,311621453,350807,118716,6506,1
8,184910040,18718623,174,193,13
9,23976386,13452879,85,1749,110
10,207923746,1150270,294,7851,144
11,27042513,3434604,55,681,39
12,409486555,5329113,9,766,43
13,25365536,18787234,146,16305,53
14,58528137,4663116,16538,5104,85
15,972651,3631867,2731,91698,46
16,56318573,65361,365,6104,16
17,20751449,389538,64,56675,11
18,256495314,166888,709,146541,8
19,207773069,610688,6,618,44
20,289888727,134750,271,1650,147
21,93778378,27607,20376,10367,30
22,206052014,906643,50,46594,3
23,14075928,5519716,11,25202,7
24,243381107,2117392,490,922,104
25,17329538,332509,823,24057,136
26,120965579,192631,122,23174,167
27,9810192,154921,83173,2662,20
28,18839785,2854923,887,3337,29
29,1337785291,1100637,67,260,24
30,288333760,703712,39,660,59
31,382267114,3808090,26,236,11
32,42220353,467956,269,14889,50
33,27602673,321891,360,11805,69
34,113278275,1338632,82,3550,81
35,14123683,2259101,81,1725,81
36,5988062,4163643,112,23371,0
37,22940219,16292604,0,291,20
38,85603854,25716588,340,2625,162
39,816653,3117508,835,65525,38
40,19895282,3268974,0,516,14
41,89304457,1230562,125,16293,2
42,19397785,22276982,161,8181,146
43,139556944,1718336,14,293,3
44,3108351,3701316,799,65983,93
45,35094637,17851764,450,4478,127
46,122995784,949180,35,3040,114
47,16190898,12248905,564,8427,141
48,603073195,177911,10,1168,3
49,113419517,4597566,52,1278,78
50,18948541,4978291,189,2804,61
51,133880286,8221139,120,335,46
52,20609518,8134416,0,965,0
53,2142731,2248966,148914,10347,129
54,97865628,2440056,79,2791,85
55,601393440,97420,12,2619,1
56,20536157,7601738,397,4577,56
57,807095,10180705,832,119950,26
58,50374439,7437944,24,516,7
59,74286565,3566731,1050,6519,91
60,56505125,3072802,85,782,69
61,15670515,3024928,2296,67335,255
62,69089266,803,392,1610,9
63,20296320,2160,467,3270,22
64,418554800,1410,257,816,82
65,14462907,58551,532,7050,37
66,2803191,2378874,1158,4159,77
67,96013710,413325,86,33550,0
68,138822469,383417,91,5944,103
69,525060895,835408,97,28285,2
70,390860562,1407923,163,40578,3
71,265902729,1644330,75,66213,51
72,79293791,32896445,983,8697,56
73,26566469,54606,245,34963,8
74,19058681,15271964,709,8119,63
75,21394594,3589,171,14004,44
76,125567504,64194,1484,15704,17
77,284920800,55730,62,28771,1
78,14511951,3590484,5477,287949,21
79,352145373,3912673,7,16516,0
80,373416209,656923,431,2603,145
81,52757166,262338,14,13156,168
82,15439395,6421322,51344,17796,87
83,14857290,836684,237,12103,47
84,277434037,1101820,28,89,2
85,128132759,57,81,0,0
86,19929890,1097244,299,71552,169
87,137616033,548842,27,6046,147
88,105654296,548400,12,7108,2
89,70931004,333836,482,19402,50
90,153460007,-2,-2,-2,-2
91,15082523,8029,5382,5232,40
92,352053266,129909,278,1480,122
93,813286,40189335,655725,10428,29
94,56304605,996872,365,23123,64
95,90420314,7186000,69,1655,60
96,14885549,1007442,16492,34618,22
97,50725573,1050487,219,3840,122
98,344634424,5426607,70,1362,100
99,742143,5020375,59,155680,53
100,97082147,843375,692,14382,176
101,115486770,157255,550,3770,128
102,89503894,1179700,298,3519,123
103,121341102,271549,173,2576,176
104,22575307,1698636,431,4426,93
105,145607857,85027,301,7260,123
106,260741931,39238,385,644,59
107,273653939,31815,854,821,79
108,62591681,1841953,41,931,24
109,13348,368375,40563,65187,251
110,18863815,11522440,2115,3147,95
111,50090898,684713,74,1103,57
112,296459271,60084,31,436,9
113,34244360,81,150,73,2
114,40885516,655987,206688,13511,75
115,37060788,328748,219,9850,54
116,19980499,477747,222,7758,98
117,22256645,2189439,236253,21607,0
118,87170183,3202299,241,18030,154
119,15492359,2165033,77,1594,16
120,26589987,4046314,295,11935,85
121,77888423,5897099,14,32016,6
122,11348282,5382840,204,28123,89
123,128155589,2344467,70,1213,44
124,145125358,7275740,843,27311,98
125,24705126,1979654,450,20324,139
126,16887507,411239,189,32025,25
127,93711247,884819,17,736,16
128,81477946,30680,1,3710,1
129,259925559,2544378,522,1369,94
130,200362172,39,178,313,16
131,73375494,120,382,2373,100
132,294830358,14445,77,739,92
133,33838201,472605,18,440,10
134,22209176,513437,1134,30310,223
